id,name,price,original_price,rating_average,review_count,author,quantity_sold,inventory_status,Công ty phát hành,Loại bìa,Số trang,Ngày xuất bản,main_category,sub_category_1,sub_category_2,sub_category_3,sub_category_4,page_range,quantity_range,rating_range
277728224,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",122800,127000,4.8,417,Trương Tiếu Hằng,8666,available,1980 Books,Bìa mềm,450,12/12/22,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Kỹ Năng Giao Tiếp,,1-500,5000-10000,4 sao
277412034,Sách Song Ngữ Lời Thì Thầm Trong Tổ Ấm - Whispers In The Home - Chính Hãng + Mã File Nghe,180000,180000,5,22,Không rõ,699,available,NXB Lao Động,Bìa cứng,280,02/19/25,Sách tiếng Việt,Sách Học Ngoại Ngữ,Sách Học Tiếng Anh,Sách học tiếng anh - khác,,1-500,0-2500,5 sao
277409853,Bí Ẩn Thảm Án Ở Styles (Agatha Christie) (NXB Trẻ),97600,122000,5,4,  Agatha Christie,86,available,NXB Trẻ,Bìa mềm,296,,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,1-500,0-2500,5 sao
277381902,Tiếng gọi chân trời - Nguyễn Ngọc Tư,68000,95000,5,10,Nguyễn Ngọc Tư,348,available,NXB Trẻ,Bìa mềm,152,03/04/25,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,,1-500,0-2500,5 sao
276960030,Khi Mọi Điều Không Như Ý,80600,109000,5,25,Hae Min,729,available,Nhã Nam,Bìa mềm,240,03/01/25,Sách tiếng Việt,Sách kỹ năng sống,Sách tâm lý học,Sách tâm lý học - khác,,1-500,0-2500,5 sao
276948798,"Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",99000,120000,4.8,32,Hirata Haruka,1187,available,Ecoblader,Bìa mềm,168,03/12/24,Sách tiếng Việt,Sách kinh tế,Bài học kinh doanh,,,1-500,0-2500,4 sao
276922095,Thế Hệ Lo Âu,139690,229000,5,17,Jonathan Haidt,499,available,1980 Books,Bìa mềm,439,12/31/24,Sách tiếng Việt,Sách kỹ năng sống,Sách tâm lý học,Sách tâm lý học - khác,,1-500,0-2500,5 sao
276823777,Tại sao các quốc gia thất bại,258000,310000,4.8,22,Daron Acemoglu - James A. Robinson,370,available,NXB Trẻ,Bìa mềm,616,11/25/24,Sách tiếng Việt,Sách kinh tế,Sách kinh tế học,Sách kinh tế học - khác,,500-1000,0-2500,4 sao
276346703,Combo 4 cuốn: ChatGPT + ChatGPT thực chiến + AI 5.0 + AI Công cụ nâng cao hiệu suất,608000,716000,0,0,Không rõ,1,available,1980 Books,Không có,Không rõ,,Sách tiếng Việt,Sách kinh tế,Sách Marketing - Bán hàng,,,Không rõ,0-2500,0 sao
276159943,NEXUS - Lược Sử Của Những Mạng Lưới Thông Tin Từ Thời Đại Đồ Đá Đến Trí Tuệ Nhân Tạo,227500,325000,5,145,Yuval Noah Harari,2237,available,Alphabooks,Không có,Không rõ,,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Thế Giới,,,Không rõ,0-2500,5 sao
275702538,Chat GPT Thực Chiến,104800,169000,4.7,125,Dịch Dương,2643,available,1980 Books,Bìa mềm,263,07/01/24,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,,,1-500,2500-5000,4 sao
275406600,Dẫn Dắt Một Bầy Sói Hay Chăn Một Đàn Cừu,126700,195000,4.8,61,Tiffani Bova,2111,available,1980 Books,Bìa mềm,358,06/01/24,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo",,,1-500,0-2500,4 sao
275243138,Rèn Luyện Tư Duy Phản Biện,86200,139000,4.8,4825,Albert Rutherford,30550,available,1980 Books,Bìa mềm,204,12/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,20000+,4 sao
274363543,Con Đường Chẳng Mấy Ai Đi,123000,165000,5,176,M. Scott Peck,3185,available,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,344,01/01/24,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,5 sao
273819808,Tâm Lý Học Về Tiền,117180,189000,4.8,3683,Morgan Housel,27256,available,1980 Books,Bìa mềm,384,01/01/21,Sách tiếng Việt,Sách kinh tế,Sách tài chính,Tài chính cá nhân,,1-500,20000+,4 sao
272449818,MANIFEST – 7 Bước Để Thay Đổi Cuộc Đời Bạn Mãi Mãi,60400,89000,5,135,Roxie Nafousi,2335,available,Người Trẻ Việt,Bìa mềm,200,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
272000024,MBA bằng hình (Trọn gói hai năm kiến thức quản trị kinh doanh qua trực quan sinh động),139000,189000,5,239,Jason Barron,4572,available,Nhã Nam,Bìa mềm,207,08/24/23,Sách tiếng Việt,Sách kinh tế,Bài học kinh doanh,,,1-500,2500-5000,5 sao
271380890,Đúng Việc,87000,125000,5,935,Giản Tư Trung,16182,available,Viện Quản lý PACE,Bìa cứng,328,08/17/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,10000-20000,5 sao
263070154,Giải mã Hoóc-môn Dopamine,140000,198000,4.8,230,Anna Lembke,3491,available,Saigon Books,Không có,348,05/23/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,4 sao
262590428,Búp Sen Xanh,52700,72000,5,172,Sơn Tùng,2473,available,NXB Kim Đồng,Bìa cứng,444,05/11/23,Sách tiếng Việt,Sách thiếu nhi,Đạo đức - Kỹ năng sống,,,1-500,0-2500,5 sao
261982682,Cuộc cách mạng Glucose,120000,158000,5,77,Jessie Inchauspé,1462,available,Huy Hoàng Bookstore,Bìa mềm,372,06/02/23,Sách tiếng Việt,Sách Y Học,Sách Y Học Khác,,,1-500,0-2500,5 sao
229714486,Giải Trí Đến Chết,124600,179000,4.8,81,Neil Postman,1088,available,1980 Books,Bìa mềm,336,01/01/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
212597849,Bookmark kẹp sách giấy cứng,6480,9000,3,2,Không rõ,3057,available,Không rõ,Không có,Không rõ,,Quà lưu niệm,Bookmark,Bookmark giấy,,,Không rõ,2500-5000,3 sao
209389165,Bookmark kẹp sách giấy cứng,2000,2000,3,2,Không rõ,9319,available,1980 Books,Không có,Không rõ,,Sách tiếng Việt,1980Books,,,,Không rõ,5000-10000,3 sao
207256575,Định luật Murphy – Mọi bí mật tâm lý thao túng cuộc đời bạn,83600,119000,4.8,589,Từ Thính Phong,7850,available,Skybooks,Bìa mềm,280,12/01/22,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Lĩnh vực khác,,,1-500,5000-10000,4 sao
202879294,Người Đàn Ông Mang Tên Ove (Tái Bản 2022),119000,160000,5,363,Fredrik Backman,4601,available,NXB Trẻ,Bìa mềm,452,11/11/22,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,1-500,2500-5000,5 sao
199582064,Sổ tay ghi chép / sổ lò xo ghi chép A5 - B5 - A4 160 trang – giấy kẻ ngang – giấy ô vuông ,50000,99000,5,157,Không rõ,2302,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Sổ Tay Các Loại,Sổ tay gáy lò xo,,,Không rõ,0-2500,5 sao
195291930,Bốn Thỏa Ước,89100,130000,5,222,Don Miguel Ruiz,3623,available,Saigon Books,Bìa mềm,190,01/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,1-500,2500-5000,5 sao
194960730,Nỗi buồn chiến tranh,96500,130000,5,284,Bảo Ninh,2960,available,NXB Trẻ,Bìa mềm,348,08/22/22,Sách tiếng Việt,Sách văn học,Tác phẩm kinh điển,Tác Phẩm Kinh Điển Việt Nam,,1-500,2500-5000,5 sao
193614514,[Gift] Tặng 01 bookmark cho mỗi đơn hàng,30000,30000,0,0,Không rõ,1695,available,Không rõ,Không có,Không rõ,,Quà lưu niệm,Bookmark,Bookmark giấy,,,Không rõ,0-2500,0 sao
170708233,Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),139000,189000,4.8,813,James Clear,10594,available,Phương Nam Book,Bìa mềm,385,03/03/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,10000-20000,4 sao
140416370,Flow - Dòng Chảy,163000,228000,5,736,Mihaly Csikszentmihalyi,8229,available,First News - Trí Việt,Bìa gập,556,11/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,500-1000,5000-10000,5 sao
101782486,"Deep Work - Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",106000,159000,4.7,271,Cal Newport,2827,available,Alphabooks,Bìa mềm,352,05/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,4 sao
76013370,Được Học (Tái Bản),128000,182000,5,290,Tara Westover,2290,available,NXB Phụ Nữ Việt Nam,Bìa mềm,446,01/12/21,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Sách giáo dục,,,1-500,0-2500,5 sao
75307228,Sách OSHO Yêu - Being In Love - Yêu Trong Tỉnh Thức,127600,168000,5,257,Osho,1552,available,First News - Trí Việt,Bìa gập,350,01/01/21,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Nghệ thuật sống,,1-500,0-2500,5 sao
74021317,Cây Cam Ngọt Của Tôi,83100,108000,5,649,José Mauro de Vasconcelos,4916,available,Nhã Nam,Bìa mềm,244,,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,1-500,2500-5000,5 sao
56609155,Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),120100,156000,5,195,Madeline Miller,670,available,Wings Books,Bìa mềm,444,,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,1-500,0-2500,5 sao
53728878,Tối Đa Hóa Hiệu Suất Công Việc – Việc 12 Tháng Làm Trong 12 Tuần,124000,169000,4.7,165,Không rõ,1373,available,BIZBOOKS,Không có,Không rõ,,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,,,Không rõ,0-2500,4 sao
52004412,D. Trump - Nghệ Thuật Đàm Phán (Tái bản 2020),92600,109000,5,68,Donald J.Trump & Tony Schwartz,464,available,NXB Trẻ,Bìa mềm,328,04/01/20,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo",,,1-500,0-2500,5 sao
10005245,Đàn Ông Sao Hỏa Đàn Bà Sao Kim,138000,188000,4.8,4196,John Gray,53350,available,KNBooks,Bìa mềm,488,01/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,20000+,4 sao
277425002,Án Mạng Giữa Không Trung (Agatha Christie) - NXB Trẻ,104000,125000,4.8,6,  Agatha Christie,89,available,NXB Trẻ,Bìa mềm,Không rõ,,Sách tiếng Việt,Sách văn học,Truyện trinh thám,,,Không rõ,0-2500,4 sao
277361862,Kỹ thuật đặt câu lệnh cho ChatGPT,110980,179000,5,4,Neil Dagger,151,available,1980 Books,Bìa mềm,279,02/18/25,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,,,1-500,0-2500,5 sao
277165432,"Hành Lang Hẹp - Nhà Nước, Xã Hội Và Vận Mệnh Của Tự Do",340000,397000,5,25,Daron Acemoglu - James A. Robinson,302,available,NXB Trẻ,Bìa mềm,768,01/23/25,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo",,,500-1000,0-2500,5 sao
277024165,Trò Chơi Quyền Lực,121905,189000,5,18,Ngô Di Lân,217,available,Alphabooks,Bìa mềm tay gấp,372,,Sách tiếng Việt,Sách Lịch sử,Lịch Sử Thế Giới,,,1-500,0-2500,5 sao
276883579,Sống Sáng - Phan Việt - Sáng Books,180000,180000,5,49,Phan Việt,868,available,Công ty TNHH Sáng World,Bìa mềm tay gấp,568,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,500-1000,0-2500,5 sao
276641698,Tiệm sách của nàng (Nguyễn Nhật Ánh),95000,125000,5,71,Nguyễn Nhật Ánh,1036,available,NXB Trẻ,Không có,272,12/06/24,Sách tiếng Việt,Sách văn học,Truyện dài,,,1-500,0-2500,5 sao
275948240,Same As Ever: Quy Luật Bất Biến Về Bản Chất Con Người Và Tâm Lý Làm Giàu,135780,219000,4.3,11,Morgan Housel,362,available,1980 Books,Bìa mềm,408,,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Kỹ năng Quản lý cảm xúc,,1-500,0-2500,4 sao
275928713,Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi,155350,239000,5,581,Tracy Hogg,5468,available,Thái Hà,Bìa mềm,512,05/01/21,Sách tiếng Việt,Nuôi dạy con,Cẩm nang làm cha mẹ,,,500-1000,5000-10000,5 sao
275905148,Nâng Cao Tần Số Năng Lượng Cá Nhân,110980,179000,5,10,Kyle Gray,244,available,1980 Books,Bìa mềm,336,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
274458341,Độ nhiễu: Sai lầm trong phán đoán,187000,245000,5,41,Cass R. Sunstein,494,available,NXB Trẻ,Bìa mềm,544,03/18/24,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Kiến Thức Bách Khoa,,,500-1000,0-2500,5 sao
274031576,Series các tập ATTACK ON TITAN,41000,44200,5,54,Hajime Isayama,1329,available,NXB Trẻ,Bìa mềm,200,03/15/24,Sách tiếng Việt,"Truyện Tranh, Manga, Comic",,,,1-500,0-2500,5 sao
271518926,Dám bị ghét,89300,119000,5,35,Koga Fumitake,660,available,Nhã Nam,Bìa mềm,333,08/24/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
271379451,Lý Thuyết Trò Chơi,116300,179000,4.7,454,Trần Phách Hàm,9196,available,1980 Books,Bìa mềm,320,07/07/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,5000-10000,4 sao
253129523,Atomic Habits - Thay Đổi Tí Hon Hiệu Quả Bất Ngờ (Tái Bản 2023),149300,189000,4.8,70,James Clear,1183,available,Cty Bán Lẻ Phương Nam,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,4 sao
247858753,Vùng Đất Quỷ Tha Ma Bắt,136000,168000,5,239,Kevin Chen,2565,available,Nhã Nam,Bìa mềm,413,03/03/23,Sách tiếng Việt,Sách văn học,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,,,1-500,2500-5000,5 sao
220665663,30 Tuổi - Mọi Thứ Chỉ Mới Bắt Đầu,90000,135000,4.8,103,Lý Thượng Long,1824,available,Saigon Books,Bìa mềm,332,02/02/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
195545304,Khéo Ăn Nói Sẽ Có Được Thiên Hạ,77300,130000,4.8,134,Trác Nhã,3753,available,Minh Long,Bìa mềm,404,08/08/22,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Kỹ Năng Giao Tiếp,,1-500,2500-5000,4 sao
190335975,Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản),160000,160000,4,1,Không rõ,2,available,NXB Kim Đồng,Bìa mềm,790,03/01/22,Sách tiếng Việt,Sách thiếu nhi,Văn học thiếu nhi,,,500-1000,0-2500,4 sao
190240560,Bộ Sách Tô Màu - Bé Làm Họa Sĩ,25000,25000,0,0,Không rõ,595,available,Gieobooks,Bìa mềm,32,07/07/22,Sách tiếng Việt,Sách thiếu nhi,Tô màu - Luyện chữ,,,1-500,0-2500,0 sao
189940673,Học Cách Học (Tái bản),111300,159000,5,28,Nhiều tác giả,414,available,Alphabooks,Bìa mềm,280,07/07/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
186286187,Nhà Lãnh Đạo Không Chức Danh,82700,105000,5,166,Robin Sharma,4275,available,NXB Trẻ,Bìa mềm,178,06/06/22,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo",,,1-500,2500-5000,5 sao
177487151,Nếu Biết Trăm Năm Là Hữu Hạn,136000,159000,5,237,Phạm Lữ Ân,1610,available,Phương Nam Book,Bìa mềm,268,04/04/22,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,1-500,0-2500,5 sao
168283405,Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022),112000,165000,5,790,Song Hong Bing,7190,available,Bách Việt,Bìa mềm,532,03/01/22,Sách tiếng Việt,Sách kinh tế,Sách tài chính,Sách tài chính - khác,,500-1000,5000-10000,5 sao
165030729,Những Kẻ Âu Lo,137000,180000,5,114,Fredrik Backman,1215,available,NXB Trẻ,Bìa mềm,544,02/28/22,Sách tiếng Việt,Sách văn học,Truyện dài,,,500-1000,0-2500,5 sao
91947689,7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,179000,250000,5,974,Stephen R. Covey,8866,available,Viện Quản lý PACE,Bìa cứng,536,04/15/21,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,500-1000,5000-10000,5 sao
70224520,Băng keo dán nano 2 mặt siêu dính trong suốt dày 1mm dài 2m rộng 3cm và 5cm,27896,27896,5,5,Không rõ,66,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Dụng Cụ Văn Phòng,Băng keo,Băng keo hai mặt,,Không rõ,0-2500,5 sao
69644748,Thiền Sư Và Em Bé 5 Tuổi,92400,120000,5,69,Thích Nhất Hạnh,582,available,Saigon Books,Bìa mềm,232,10/01/20,Sách tiếng Việt,Sách Tôn Giáo - Tâm Linh,Phật giáo,,,1-500,0-2500,5 sao
55319105,Những Quy Luật Của Bản Chất Con Người,240000,300000,4.8,196,Robert Greene,1183,available,NXB Trẻ,Bìa mềm,884,05/22/20,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,500-1000,0-2500,4 sao
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),200000,200000,4.8,82,Robert Greene,722,available,NXB Trẻ,Không có,Không rõ,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,Không rõ,0-2500,4 sao
49910019,Bác Sĩ Riêng Của Bé Yêu - Chào Con! Ba Mẹ Đã Sẵn Sàng (Tái Bản),76000,95000,5,84,BS. Trần Thị Huyên Thảo,849,available,NXB Trẻ,Bìa mềm,224,03/02/20,Sách tiếng Việt,Nuôi dạy con,Cẩm nang làm cha mẹ,,,1-500,0-2500,5 sao
49002009,DƯỠNG TÂM GIÀU CÓ DƯỠNG THÂN NGHÈO KHÓ - NGUYỄN ANH DŨNG,88000,98000,0,0, Nguyễn Anh Dũng,0,available,SBOOKS,Bìa mềm,144,02/17/20,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,0 sao
42230121,Sách Hiểu Về Trái Tim (Tái Bản 2019) - Minh Niệm,128000,158000,4.8,3709,Minh Niệm,36746,available,First News - Trí Việt,Bìa mềm,480,11/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,20000+,4 sao
32490132,Một Đời Như Kẻ Tìm Đường,140000,175000,5,243,Phan Văn Trường,1826,available,NXB Trẻ,Bìa mềm,416,09/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
13419678,Sách Đi Tìm Lẽ Sống (Tái Bản ),67000,88000,4.8,2482,Viktor Emil Frankl,23341,available,First News - Trí Việt,Bìa mềm,224,04/01/19,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,20000+,4 sao
8886007,Ngàn Mặt Trời Rực Rỡ (Tái Bản),107900,130000,5,64,Khailed Hosseini,364,available,Nhã Nam,Bìa mềm,Không rõ,12/01/18,Sách tiếng Việt,Sách văn học,Truyện dài,,,Không rõ,0-2500,5 sao
7982628,Suối Nguồn (Tái Bản),289000,380000,4.8,1464,Ayn Rand,13177,available,NXB Trẻ,Bìa mềm,1200,12/01/18,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Đông,,1000-1500,10000-20000,4 sao
7833728,Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),60800,80000,4.8,3572,Robert T. Kiyosaki,38346,available,NXB Trẻ,Bìa mềm,193,11/29/18,Sách tiếng Việt,Sách kinh tế,Bài học kinh doanh,,,1-500,20000+,4 sao
4780917,Người Đua Diều (Tái Bản 2018),99100,129000,4.8,2687,Khaled Hosseini,22432,available,Nhã Nam,Bìa mềm,460,09/20/18,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Đông,,1-500,20000+,4 sao
3304875,Điều Kỳ Diệu Của Tiệm Tạp Hóa NAMIYA (Tái Bản),87100,105000,5,257,Higashino Keigo,1244,available,Nhã Nam,Bìa mềm,358,07/07/18,Sách tiếng Việt,Sách văn học,Truyện ngắn - Tản văn - Tạp Văn,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,1-500,0-2500,5 sao
394473,Giấy Photo IK Plus A4 DL70,80000,80000,5,43,Không rõ,354,available,Không rõ,Không có,Không rõ,,Văn phòng phẩm,Sản phẩm về giấy,Giấy in,Giấy in - Fax - Photo,,Không rõ,0-2500,5 sao
277464359,(Tập Thơ) NGƯỜI LÀ MỘT BÓNG CHIM KHUÊ TÚ - Nguyễn Thiên Ngân – Phục Hưng Books,385000,385000,4.8,9,Không rõ,269,available,Công ty TNHH Sách Phục Hưng,Không có,Không rõ,,Sách tiếng Việt,Sách văn học,Thơ,,,Không rõ,0-2500,4 sao
276313958,Vẻ Đẹp Của Cảnh Sắc Tầm Thường,164500,235000,5,43,Đặng Hoàng Giang,892,available,Alphabooks,Tùy chọn,400,,Sách tiếng Việt,Sách kỹ năng sống,Sách kỹ năng mềm,Sách Chữa Lành,,1-500,0-2500,5 sao
275599939,Sưởi Ấm Mặt Trời: Tập 2 Của Cây Cam Ngọt,120000,160000,5,133,José Mauro de Vasconcelos,2224,available,Nhã Nam,Bìa mềm,376,,Sách tiếng Việt,Sách văn học,Truyện dài,,,1-500,0-2500,5 sao
275362670,Sakamoto Days Sát thủ huyền thoại,39000,42300,5,34,Yuto Suzuki,1197,available,NXB Trẻ,Bìa mềm,192,06/28/24,Sách tiếng Việt,"Truyện Tranh, Manga, Comic",,,,1-500,0-2500,5 sao
274845339,Đắc Nhân Tâm,55900,86000,5,2,Dale Carnegie,217,available,Alphabooks,Bìa mềm,368,04/15/24,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
274649745,Luật Tâm Thức – Vũ Trụ Nhất Nguyên Luận,210000,288000,4.7,114,Ngô Sa Thạch,1725,available,Skybooks,Bìa mềm,480,,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Lĩnh vực khác,,,1-500,0-2500,4 sao
270546273,Combo Tư Duy Ngược + Tư Duy Mở (Nguyễn Anh Dũng) SBOOKS ,135000,276000,4.7,182, Nguyễn Anh Dũng,3161,available,SBOOKS,Không có,416,07/22/23,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,4 sao
270504803,4 Nguyên Tắc Thực Thi (The 4 Disciplines Of Execution),135300,205000,5,17,Sean Covey,677,available,Viện Quản Lý P.A.C.E,Bìa cứng,400,,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,5 sao
270234757,Xứ Sở Miên Man,155000,220000,5,127,Jun Phạm (365 Band),1826,available,Skybooks,Bìa mềm,264,01/01/23,Sách tiếng Việt,Sách thiếu nhi,Văn học thiếu nhi,,,1-500,0-2500,5 sao
252884778,Móc Khóa 9 Mèo  Bộ Siêu Tập Key Chain_ Hàng Chính Hãng,59000,59000,0,0,Không rõ,23,available,Không rõ,Không có,Không rõ,,Quà lưu niệm,Móc Khóa,,,,Không rõ,0-2500,0 sao
249876840,"Beartown - Thị trấn nhỏ, giấc mơ lớn",160000,210000,5,94,Fredrik Backman,1074,available,NXB Trẻ,Bìa mềm,604,04/12/23,Sách tiếng Việt,Sách văn học,Truyện dài,,,500-1000,0-2500,5 sao
249875170,Hai số phận (bìa cứng),169000,235000,5,289,Jeffrey Archer,2216,available,Huy Hoàng Bookstore,Bìa cứng,768,03/14/23,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,500-1000,0-2500,5 sao
249875150,Hai số phận (bìa mềm),149000,195000,5,168,Jeffrey Archer,1773,available,Huy Hoàng Bookstore,Bìa mềm,768,03/14/23,Sách tiếng Việt,Sách văn học,Tiểu Thuyết,Tiểu Thuyết Phương Tây,,500-1000,0-2500,5 sao
196411152,"The Mountain Is You - Nếu Không Giải Quyết Vấn Đề, Bạn Sẽ Trở Thành Vấn Đề",125000,148000,0,0,Brianna Wiest,1,available,BIZBOOKS,Bìa mềm,303,08/08/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,0 sao
195801321,The One Thing - Điều Ý Nghĩa Nhất (Tái Bản 2022),77300,119000,4.8,96,Jay Papasan Gary Keller,2132,available,Alphabooks,Bìa mềm,260,08/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,0-2500,4 sao
190843478,COMBO 4 - (TRÍ TUỆ CỦA NGƯỜI XƯA - ĐẠO LÝ NGƯỜI XƯA - HIỂU NGƯỜI để DÙNG NGƯỜI - CỔ HỌC TINH HOA) - MINH TRIẾT PHƯƠNG ĐÔNG,495000,582000,4.5,2,Không rõ,9,available,SBOOKS,Bìa mềm,1323,07/13/22,Sách tiếng Việt,Sách Kiến Thức Tổng Hợp,Triết Học,Triết Học phương Đông,,1000-1500,0-2500,4 sao
190238356,Kỷ Luật Bản Thân,133000,189000,4.7,221,Richard Guare,3543,available,1980 Books,Bìa mềm,396,07/07/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,2500-5000,4 sao
187827003,Không Diệt Không Sinh Đừng Sợ Hãi (TB5),71500,110000,5,1848,Thích Nhất Hạnh,29279,available,Saigon Books,Bìa mềm,224,06/01/22,Sách tiếng Việt,Sách kỹ năng sống,Sách tư duy - Kỹ năng sống,,,1-500,20000+,5 sao
